candidate_id,nearest_neighbor_reference_index,nearest_neighbor_cosine_similarity,novelty_distance,nearest_neighbor_protein_id,nearest_neighbor_host_genus,nearest_neighbor_virus_accession
round4_cand72,132,0.9990593791007996,0.0009406208992004395,QFR57578.1,Klebsiella,MN434096
round4_cand563,132,0.9990769624710083,0.0009230375289916992,QFR57578.1,Klebsiella,MN434096
round4_cand52,132,0.9993295669555664,0.0006704330444335938,QFR57578.1,Klebsiella,MN434096
round4_cand49,132,0.999274730682373,0.0007252693176269531,QFR57578.1,Klebsiella,MN434096
round4_cand71,132,0.9988441467285156,0.001155853271484375,QFR57578.1,Klebsiella,MN434096
round4_cand38,132,0.999324381351471,0.0006756186485290527,QFR57578.1,Klebsiella,MN434096
round4_cand53,132,0.9992818832397461,0.0007181167602539062,QFR57578.1,Klebsiella,MN434096
round4_cand104,132,0.9991558790206909,0.000844120979309082,QFR57578.1,Klebsiella,MN434096
round4_cand365,132,0.9991122484207153,0.000887751579284668,QFR57578.1,Klebsiella,MN434096
round4_cand403,132,0.9994616508483887,0.0005383491516113281,QFR57578.1,Klebsiella,MN434096
round4_cand94,132,0.9993220567703247,0.000677943229675293,QFR57578.1,Klebsiella,MN434096
round4_cand225,132,0.9994216561317444,0.0005783438682556152,QFR57578.1,Klebsiella,MN434096
round4_cand115,132,0.999030351638794,0.0009696483612060547,QFR57578.1,Klebsiella,MN434096
round4_cand169,132,0.9995510578155518,0.0004489421844482422,QFR57578.1,Klebsiella,MN434096
round4_cand176,132,0.999069094657898,0.0009309053421020508,QFR57578.1,Klebsiella,MN434096
round4_cand137,132,0.9992996454238892,0.0007003545761108398,QFR57578.1,Klebsiella,MN434096
round4_cand123,132,0.9993691444396973,0.0006308555603027344,QFR57578.1,Klebsiella,MN434096
round4_cand140,132,0.9993826746940613,0.0006173253059387207,QFR57578.1,Klebsiella,MN434096
round4_cand63,132,0.9995452165603638,0.00045478343963623047,QFR57578.1,Klebsiella,MN434096
round4_cand177,132,0.9995592832565308,0.0004407167434692383,QFR57578.1,Klebsiella,MN434096
round4_cand144,132,0.9992048144340515,0.0007951855659484863,QFR57578.1,Klebsiella,MN434096
round4_cand302,132,0.9989967346191406,0.001003265380859375,QFR57578.1,Klebsiella,MN434096
round4_cand126,132,0.9993568062782288,0.0006431937217712402,QFR57578.1,Klebsiella,MN434096
round4_cand310,132,0.9992426037788391,0.0007573962211608887,QFR57578.1,Klebsiella,MN434096
round4_cand250,132,0.9995285272598267,0.00047147274017333984,QFR57578.1,Klebsiella,MN434096
round4_cand54,132,0.9993685483932495,0.0006314516067504883,QFR57578.1,Klebsiella,MN434096
round4_cand305,132,0.9994188547134399,0.0005811452865600586,QFR57578.1,Klebsiella,MN434096
round4_cand367,132,0.9994428157806396,0.0005571842193603516,QFR57578.1,Klebsiella,MN434096
round4_cand135,132,0.9993231296539307,0.0006768703460693359,QFR57578.1,Klebsiella,MN434096
round4_cand60,132,0.9995737075805664,0.00042629241943359375,QFR57578.1,Klebsiella,MN434096
round4_cand306,132,0.9993423223495483,0.0006576776504516602,QFR57578.1,Klebsiella,MN434096
round4_cand15,132,0.9995113611221313,0.0004886388778686523,QFR57578.1,Klebsiella,MN434096
round4_cand83,132,0.9994316101074219,0.000568389892578125,QFR57578.1,Klebsiella,MN434096
round4_cand391,132,0.9993442893028259,0.0006557106971740723,QFR57578.1,Klebsiella,MN434096
round4_cand50,132,0.9994487762451172,0.0005512237548828125,QFR57578.1,Klebsiella,MN434096
round4_cand226,132,0.9995459914207458,0.0004540085792541504,QFR57578.1,Klebsiella,MN434096
round4_cand281,132,0.9992804527282715,0.0007195472717285156,QFR57578.1,Klebsiella,MN434096
round4_cand5,132,0.9993323087692261,0.0006676912307739258,QFR57578.1,Klebsiella,MN434096
round4_cand26,132,0.9994536638259888,0.0005463361740112305,QFR57578.1,Klebsiella,MN434096
round4_cand637,132,0.99903404712677,0.0009659528732299805,QFR57578.1,Klebsiella,MN434096
round4_cand7,132,0.9994328618049622,0.0005671381950378418,QFR57578.1,Klebsiella,MN434096
round4_cand357,132,0.9994480013847351,0.0005519986152648926,QFR57578.1,Klebsiella,MN434096
round4_cand242,132,0.9994335174560547,0.0005664825439453125,QFR57578.1,Klebsiella,MN434096
round4_cand253,132,0.9993706941604614,0.0006293058395385742,QFR57578.1,Klebsiella,MN434096
round4_cand30,132,0.9994542598724365,0.0005457401275634766,QFR57578.1,Klebsiella,MN434096
round4_cand565,132,0.9987071752548218,0.0012928247451782227,QFR57578.1,Klebsiella,MN434096
round4_cand82,132,0.9988143444061279,0.0011856555938720703,QFR57578.1,Klebsiella,MN434096
round4_cand45,132,0.999558687210083,0.0004413127899169922,QFR57578.1,Klebsiella,MN434096
round4_cand216,132,0.9994267821311951,0.0005732178688049316,QFR57578.1,Klebsiella,MN434096
round4_cand394,132,0.9993876814842224,0.0006123185157775879,QFR57578.1,Klebsiella,MN434096
