candidate_id,nearest_neighbor_reference_index,nearest_neighbor_cosine_similarity,novelty_distance,nearest_neighbor_protein_id,nearest_neighbor_host_genus,nearest_neighbor_virus_accession
round6_cand67,132,0.9992116689682007,0.0007883310317993164,QFR57578.1,Klebsiella,MN434096
round6_cand2,132,0.9989181756973267,0.0010818243026733398,QFR57578.1,Klebsiella,MN434096
round6_cand35,132,0.9986976385116577,0.0013023614883422852,QFR57578.1,Klebsiella,MN434096
round6_cand25,132,0.9988455176353455,0.001154482364654541,QFR57578.1,Klebsiella,MN434096
round6_cand43,132,0.9985275268554688,0.00147247314453125,QFR57578.1,Klebsiella,MN434096
round6_cand268,132,0.998592734336853,0.0014072656631469727,QFR57578.1,Klebsiella,MN434096
round6_cand172,132,0.998782753944397,0.0012172460556030273,QFR57578.1,Klebsiella,MN434096
round6_cand40,132,0.9986398220062256,0.001360177993774414,QFR57578.1,Klebsiella,MN434096
round6_cand272,132,0.998938262462616,0.0010617375373840332,QFR57578.1,Klebsiella,MN434096
round6_cand297,132,0.9990652799606323,0.0009347200393676758,QFR57578.1,Klebsiella,MN434096
round6_cand64,132,0.9988927841186523,0.0011072158813476562,QFR57578.1,Klebsiella,MN434096
round6_cand209,132,0.9988242387771606,0.0011757612228393555,QFR57578.1,Klebsiella,MN434096
round6_cand94,132,0.999017596244812,0.0009824037551879883,QFR57578.1,Klebsiella,MN434096
round6_cand39,132,0.9990003108978271,0.0009996891021728516,QFR57578.1,Klebsiella,MN434096
round6_cand166,132,0.9989417195320129,0.0010582804679870605,QFR57578.1,Klebsiella,MN434096
round6_cand62,132,0.9989840984344482,0.0010159015655517578,QFR57578.1,Klebsiella,MN434096
round6_cand111,132,0.9986469745635986,0.0013530254364013672,QFR57578.1,Klebsiella,MN434096
round6_cand24,132,0.9989861249923706,0.0010138750076293945,QFR57578.1,Klebsiella,MN434096
round6_cand372,132,0.9988248944282532,0.0011751055717468262,QFR57578.1,Klebsiella,MN434096
round6_cand149,132,0.9990692138671875,0.0009307861328125,QFR57578.1,Klebsiella,MN434096
round6_cand122,132,0.9987486600875854,0.0012513399124145508,QFR57578.1,Klebsiella,MN434096
round6_cand113,132,0.9990231990814209,0.0009768009185791016,QFR57578.1,Klebsiella,MN434096
round6_cand83,132,0.9990084171295166,0.0009915828704833984,QFR57578.1,Klebsiella,MN434096
round6_cand47,132,0.9990460872650146,0.0009539127349853516,QFR57578.1,Klebsiella,MN434096
round6_cand493,132,0.9989216327667236,0.0010783672332763672,QFR57578.1,Klebsiella,MN434096
round6_cand137,132,0.9989714622497559,0.0010285377502441406,QFR57578.1,Klebsiella,MN434096
round6_cand19,132,0.999030590057373,0.0009694099426269531,QFR57578.1,Klebsiella,MN434096
round6_cand138,132,0.9989439249038696,0.001056075096130371,QFR57578.1,Klebsiella,MN434096
round6_cand92,132,0.9989982843399048,0.0010017156600952148,QFR57578.1,Klebsiella,MN434096
round6_cand118,132,0.9990773797035217,0.0009226202964782715,QFR57578.1,Klebsiella,MN434096
round6_cand199,132,0.9989409446716309,0.0010590553283691406,QFR57578.1,Klebsiella,MN434096
round6_cand13,132,0.9989670515060425,0.0010329484939575195,QFR57578.1,Klebsiella,MN434096
round6_cand202,132,0.9990354776382446,0.0009645223617553711,QFR57578.1,Klebsiella,MN434096
round6_cand159,132,0.9990018606185913,0.0009981393814086914,QFR57578.1,Klebsiella,MN434096
round6_cand155,132,0.9986971616744995,0.0013028383255004883,QFR57578.1,Klebsiella,MN434096
round6_cand145,132,0.9990195631980896,0.0009804368019104004,QFR57578.1,Klebsiella,MN434096
round6_cand501,132,0.9989098310470581,0.0010901689529418945,QFR57578.1,Klebsiella,MN434096
round6_cand353,132,0.9987807273864746,0.0012192726135253906,QFR57578.1,Klebsiella,MN434096
round6_cand32,132,0.9987475275993347,0.0012524724006652832,QFR57578.1,Klebsiella,MN434096
round6_cand8,132,0.9987654685974121,0.0012345314025878906,QFR57578.1,Klebsiella,MN434096
round6_cand76,132,0.9988813996315002,0.0011186003684997559,QFR57578.1,Klebsiella,MN434096
round6_cand417,132,0.9988713264465332,0.0011286735534667969,QFR57578.1,Klebsiella,MN434096
round6_cand63,132,0.9989713430404663,0.0010286569595336914,QFR57578.1,Klebsiella,MN434096
round6_cand136,132,0.9988450407981873,0.0011549592018127441,QFR57578.1,Klebsiella,MN434096
round6_cand133,132,0.9990556240081787,0.0009443759918212891,QFR57578.1,Klebsiella,MN434096
round6_cand1,132,0.998986005783081,0.0010139942169189453,QFR57578.1,Klebsiella,MN434096
round6_cand20,132,0.9989978671073914,0.0010021328926086426,QFR57578.1,Klebsiella,MN434096
round6_cand313,132,0.999030351638794,0.0009696483612060547,QFR57578.1,Klebsiella,MN434096
round6_cand248,132,0.998843789100647,0.0011562108993530273,QFR57578.1,Klebsiella,MN434096
round6_cand430,132,0.9990044832229614,0.0009955167770385742,QFR57578.1,Klebsiella,MN434096
