epoch,train_loss,train_macro_f1,train_weighted_f1,train_acc,val_loss,val_macro_f1,val_weighted_f1,val_acc
1,2.2689141561223805,0.13307325481037896,0.210467731358288,0.29966703662597116,2.0456667705554867,0.03438574554548297,0.03293162197763916,0.13681592039800994
2,2.0279464260366638,0.0,0.0,0.0,1.914294802727391,0.03438574554548297,0.03293162197763916,0.13681592039800994
3,1.9713625346031005,0.007616060928487428,0.013116079771405467,0.025157232704402517,1.8983578314235554,0.0900627083941098,0.1315663140971588,0.22139303482587064
4,1.9189415269986463,0.04199765204321582,0.0715328182421661,0.1509433962264151,1.8411661748269303,0.03438574554548297,0.03293162197763916,0.13681592039800994
5,1.8873496562782766,0.007930122974370762,0.013656945040952979,0.025527192008879023,1.8075223514689736,0.03461296412838263,0.033149231814495805,0.13681592039800994
6,1.84982217094698,0.006271736805370383,0.009998590267826858,0.014428412874583796,1.78700088387105,0.040587340587340585,0.04303197362898856,0.1417910447761194
7,1.8321171609551827,0.006562095192330917,0.009800153729799458,0.01072881982981872,1.773419180912758,0.04438800193517174,0.04837899279605841,0.14427860696517414
8,1.814859527417831,0.02133564636763394,0.031906030321850194,0.03773584905660377,1.7606402143317075,0.05217763353560863,0.06220004837204096,0.1517412935323383
9,1.7946875230321344,0.022832498683509835,0.0328416396568658,0.03366629670736219,1.754455329173833,0.05683563748079877,0.0716578398330926,0.14925373134328357
10,1.7849886286845262,0.02856116862327119,0.04011580066210815,0.03995560488346282,1.7476476413100512,0.05744173200734352,0.07104708133193711,0.15671641791044777
11,1.7672938855983045,0.036844957520616006,0.05269518944198879,0.05586385497595264,1.7423533681613297,0.06206312855685614,0.07866792539541717,0.15920398009950248
12,1.7498467443080201,0.04503648011497743,0.06466657414348703,0.07214206437291898,1.730745892026531,0.06277179674496801,0.08002210035021963,0.15920398009950248
13,1.7389684696352752,0.04996925583105292,0.07154506548282571,0.08102108768035517,1.7224434833621505,0.06372426481616654,0.08114996515985202,0.15920398009950248
14,1.7219180396606073,0.06333095207761044,0.0880055700856757,0.1024787273399926,1.7121314711831694,0.060863678338782534,0.07636089369957062,0.15671641791044777
15,1.7118523526623917,0.14886372352431998,0.12712364554638103,0.13429522752497225,1.6975229361757118,0.17191579233464052,0.12634027276130894,0.20149253731343283
16,1.690433337209492,0.1802141604748602,0.1473955540247717,0.16204217536071033,1.6834424330820492,0.18089339968610169,0.13594505097006357,0.208955223880597
17,1.6792424153364283,0.1812631133664195,0.15343168577453753,0.17647058823529413,1.6648226306213074,0.1782638880497749,0.13642086529687597,0.2064676616915423
18,1.6589827475351975,0.1889402764778312,0.1673077034898568,0.19570847206807251,1.6460381764084546,0.1830313695271672,0.14358034741029688,0.21393034825870647
19,1.6451460294621192,0.18952535937948922,0.17029015852850934,0.20162782093969664,1.633159618769119,0.18070672209121877,0.14177669550243177,0.21144278606965175
20,1.6501612399315067,0.1672818551806429,0.158713083885834,0.1894191638919719,1.6233364029310235,0.17784236583351345,0.13692088807353872,0.208955223880597
21,1.642865724158737,0.17637397899495513,0.16774167792995612,0.2045874953755087,1.601597618700853,0.1854683657500559,0.14467089991580218,0.21641791044776118
22,1.625258394999721,0.17723483741412208,0.16087664467240415,0.19311875693673697,1.5909850899852924,0.1935836403526928,0.15830900553736676,0.22139303482587064
23,1.5978163132568752,0.19866904516610637,0.18588772728841613,0.22752497225305215,1.5794078019720998,0.22696249826639533,0.2150342108216608,0.27860696517412936
24,1.5939830932800654,0.217602482323261,0.20867534509599917,0.2700702922678505,1.56996798619109,0.21994801483118684,0.21260190124191253,0.29850746268656714
25,1.5674509672910426,0.23706075272402685,0.23727774157022377,0.32075471698113206,1.57082330320605,0.2221406261619692,0.21903137229003344,0.30597014925373134
26,1.5675285040472244,0.23109142065227273,0.23013949952043158,0.3122456529781724,1.5546716881628653,0.22675926867543636,0.22353303343561634,0.30597014925373134
27,1.556604485973975,0.22976945523153675,0.2322523359357803,0.3059563448020718,1.5513745635303098,0.22717352585989697,0.2202955453227084,0.2960199004975124
28,1.553739285451414,0.22116655759867626,0.2204128797729835,0.28634850166481685,1.5376414825667197,0.22516270195442845,0.2126981684359558,0.2810945273631841
29,1.547996066099972,0.2081800530214036,0.2036510413270194,0.2630410654827969,1.5258902429941281,0.26357409775033397,0.23783546804396077,0.2885572139303483
30,1.5329979617552452,0.22499029969190168,0.2180591728682808,0.27118017018128004,1.5266433414535143,0.2931833587666822,0.25253771060567964,0.2935323383084577
