candidate_id,nearest_neighbor_reference_index,nearest_neighbor_cosine_similarity,novelty_distance,nearest_neighbor_protein_id,nearest_neighbor_host_genus,nearest_neighbor_virus_accession
round6_cand26,132,0.9972369074821472,0.002763092517852783,QFR57578.1,Klebsiella,MN434096
round6_cand256,132,0.9970307350158691,0.0029692649841308594,QFR57578.1,Klebsiella,MN434096
round6_cand218,132,0.9970788955688477,0.0029211044311523438,QFR57578.1,Klebsiella,MN434096
round6_cand447,132,0.9971126914024353,0.0028873085975646973,QFR57578.1,Klebsiella,MN434096
round6_cand379,132,0.9975429773330688,0.0024570226669311523,QFR57578.1,Klebsiella,MN434096
round6_cand141,132,0.9961232542991638,0.0038767457008361816,QFR57578.1,Klebsiella,MN434096
round6_cand488,132,0.9972278475761414,0.0027721524238586426,QFR57578.1,Klebsiella,MN434096
round6_cand92,132,0.9980801939964294,0.0019198060035705566,QFR57578.1,Klebsiella,MN434096
round6_cand529,132,0.9963315725326538,0.0036684274673461914,QFR57578.1,Klebsiella,MN434096
round6_cand162,132,0.9961223602294922,0.0038776397705078125,QFR57578.1,Klebsiella,MN434096
round6_cand359,132,0.9972460865974426,0.002753913402557373,QFR57578.1,Klebsiella,MN434096
round6_cand245,132,0.9968621730804443,0.003137826919555664,QFR57578.1,Klebsiella,MN434096
round6_cand601,132,0.9971531629562378,0.002846837043762207,QFR57578.1,Klebsiella,MN434096
round6_cand497,132,0.9981402158737183,0.0018597841262817383,QFR57578.1,Klebsiella,MN434096
round6_cand305,132,0.9966374635696411,0.0033625364303588867,QFR57578.1,Klebsiella,MN434096
round6_cand341,132,0.9975971579551697,0.0024028420448303223,QFR57578.1,Klebsiella,MN434096
round6_cand547,132,0.997138261795044,0.0028617382049560547,QFR57578.1,Klebsiella,MN434096
round6_cand528,132,0.9976635575294495,0.002336442470550537,QFR57578.1,Klebsiella,MN434096
round5_cand111,132,0.9973348379135132,0.0026651620864868164,QFR57578.1,Klebsiella,MN434096
round6_cand401,132,0.9974871873855591,0.002512812614440918,QFR57578.1,Klebsiella,MN434096
round5_cand145,132,0.9981827735900879,0.0018172264099121094,QFR57578.1,Klebsiella,MN434096
round6_cand140,132,0.9963897466659546,0.00361025333404541,QFR57578.1,Klebsiella,MN434096
round6_cand403,132,0.9972522854804993,0.0027477145195007324,QFR57578.1,Klebsiella,MN434096
round6_cand142,119,0.9957444071769714,0.0042555928230285645,WWD14686.1,Klebsiella,OR896848
round6_cand193,132,0.9967372417449951,0.003262758255004883,QFR57578.1,Klebsiella,MN434096
round6_cand443,132,0.9973703622817993,0.0026296377182006836,QFR57578.1,Klebsiella,MN434096
round5_cand33,132,0.9979955554008484,0.0020044445991516113,QFR57578.1,Klebsiella,MN434096
round5_cand277,132,0.9983348846435547,0.0016651153564453125,QFR57578.1,Klebsiella,MN434096
round6_cand185,132,0.996200442314148,0.0037995576858520508,QFR57578.1,Klebsiella,MN434096
round6_cand452,132,0.9978883862495422,0.0021116137504577637,QFR57578.1,Klebsiella,MN434096
round6_cand489,132,0.9980307221412659,0.001969277858734131,QFR57578.1,Klebsiella,MN434096
round5_cand205,132,0.9980450868606567,0.0019549131393432617,QFR57578.1,Klebsiella,MN434096
round5_cand383,132,0.9980392456054688,0.00196075439453125,QFR57578.1,Klebsiella,MN434096
round5_cand616,132,0.9983457326889038,0.0016542673110961914,QFR57578.1,Klebsiella,MN434096
round6_cand317,132,0.9973042011260986,0.002695798873901367,QFR57578.1,Klebsiella,MN434096
round5_cand323,132,0.9978145956993103,0.0021854043006896973,QFR57578.1,Klebsiella,MN434096
round6_cand222,132,0.9970897436141968,0.0029102563858032227,QFR57578.1,Klebsiella,MN434096
round5_cand395,132,0.99799644947052,0.0020035505294799805,QFR57578.1,Klebsiella,MN434096
round5_cand619,132,0.9983019828796387,0.0016980171203613281,QFR57578.1,Klebsiella,MN434096
round5_cand518,132,0.9970080852508545,0.002991914749145508,QFR57578.1,Klebsiella,MN434096
round5_cand505,132,0.9975599050521851,0.0024400949478149414,QFR57578.1,Klebsiella,MN434096
round5_cand425,132,0.9978260397911072,0.0021739602088928223,QFR57578.1,Klebsiella,MN434096
round5_cand475,132,0.9986312389373779,0.0013687610626220703,QFR57578.1,Klebsiella,MN434096
round6_cand475,132,0.9976293444633484,0.0023706555366516113,QFR57578.1,Klebsiella,MN434096
round5_cand524,132,0.9974403381347656,0.002559661865234375,QFR57578.1,Klebsiella,MN434096
round5_cand320,132,0.9977885484695435,0.002211451530456543,QFR57578.1,Klebsiella,MN434096
round5_cand274,132,0.9979944229125977,0.0020055770874023438,QFR57578.1,Klebsiella,MN434096
round6_cand565,132,0.9971011877059937,0.0028988122940063477,QFR57578.1,Klebsiella,MN434096
round4_cand100,132,0.9986594915390015,0.0013405084609985352,QFR57578.1,Klebsiella,MN434096
round6_cand371,132,0.9977278709411621,0.0022721290588378906,QFR57578.1,Klebsiella,MN434096
